id,name,modes,routes,nameLength,stop_lat,stop_lon
3723,Bryant St & 4th St,,,,37.779003,-122.398667
3724,Bryant St & 5th St,,,,37.77795,-122.39995
3725,Bryant St & 6th St,,,,37.776157,-122.402231
3730,Bryant St & 16th St,,,,37.76549,-122.4104
3731,Bryant St & 16th St,,,,37.7653,-122.41054
3732,Bryant St & 17th St,,,,37.76422,-122.41028
3733,Bryant St & 17th St,,,,37.76402,-122.41041
3734,Bryant St & 18th St,,,,37.76187,-122.4102
3735,Bryant St & 18th St,,,,37.76167,-122.41004
3736,Bryant St & 19th St,,,,37.76058,-122.41008
3737,Bryant St & 19th St,,,,37.76038,-122.40991
3738,Bryant St & 20th St,,,,37.75933,-122.40993
3739,Bryant St & 20th St,,,,37.75911,-122.40966
3740,Bryant St & 21st St,,,,37.75751,-122.4095
3741,Bryant St & 21st St,,,,37.7574,-122.40961
3742,Bryant St & 22nd St,,,,37.75621,-122.40942
3743,Bryant St & 22nd St,,,,37.75572,-122.40949
3744,Bryant St & 23rd St,,,,37.75431,-122.40919
3745,Bryant St & 23rd St,,,,37.75415,-122.40932
3746,Bryant St & 24th St,,,,37.752907,-122.409086
3747,Bryant St & 24th St,,,,37.752728,-122.409178
3748,Bryant St & 25th St,,,,37.7513,-122.40907
3749,Bryant St & 25th St,,,,37.75111,-122.40889
3750,Bryant St & 26th St,,,,37.74969,-122.40891
3751,Bryant St & 26th St,,,,37.74951,-122.40873
3756,Bryant St & Mariposa St,,,,37.76314,-122.41032
3757,Bryant St & Mariposa St,,,,37.76294,-122.41016
3758,Brazil Ave & Athens St,,,,37.72162,-122.42829
3759,Brazil Ave & Athens St,,,,37.72166,-122.42857
3760,Brazil Ave & Madrid St,,,,37.72314,-122.43151
3761,Brazil Ave & Mission St,,,,37.724717,-122.434654
3762,Brazil Ave & Moscow St,,,,37.72122,-122.42748
3763,Brazil Ave & Moscow St,,,,37.72128,-122.42776
3764,Brazil Ave & Munich St,,,,37.7209,-122.42699
3765,Brazil Ave & Naples St,,,,37.72238,-122.4299
3766,Brazil Ave & Paris St,,,,37.723958,-122.433085
3767,Brazil Ave & Prague St,,,,37.72052,-122.42616
3768,240 Bayshore Blvd,,,,37.74435,-122.40458
3771,Bayshore Blvd & Alemany Blvd,,,,37.737729,-122.406997
3772,Bayshore Blvd & Arleta Ave,,,,37.712125,-122.403167
3773,Bayshore Blvd & Augusta St,,,,37.73425,-122.40558
3775,Bayshore Blvd & Boutwell St,,,,37.73488,-122.40588
3778,Bayshore Blvd & Cortland Ave,,,,37.73986,-122.40677
3779,Bayshore Blvd & Cortland Ave,,,,37.73946,-122.407122
3781,Bayshore Blvd & Hester Ave,,,,37.713546,-122.400071
3783,Bayshore Blvd & Leland Ave,,,,37.710991,-122.404041
3788,Bayshore Blvd & Silver Ave,,,,37.733213,-122.40472
3789,Bayshore Blvd & Silver Ave,,,,37.732963,-122.404789
3792,Bayshore Blvd & Tunnel Ave,,,,37.7129,-122.40102
3793,Bayshore Blvd & Visitacion Ave,,,,37.71062,-122.40389
3794,Buchanan St & Bay St,,,,37.80343,-122.43334
3797,90 Buckingham Way,,,,37.72599,-122.476873
3798,91 Buckingham Way,,,,37.72597,-122.47714
3799,170 Buckingham Way,,,,37.725936,-122.478889
3800,190 Buckingham Way,,,,37.72587,-122.47879
3801,280 Buckingham Way,,,,37.72691,-122.48004
3802,281 Buckingham Way,,,,37.72748,-122.480035
3803,Buckingham Way & Winston Dr,,,,37.72803,-122.47913
3812,Bush St & Hyde St,,,,37.78915,-122.41658
3814,Bush St & Leavenworth St,,,,37.789308,-122.415035
3815,Bush St & Montgomery St,,,,37.790924,-122.402118
3820,Buena Vista Ter & Roosevelt Way,,,,37.766737,-122.438084
3822,California St & 4th Ave,,,,37.785353,-122.462292
3823,California St & 4th Ave,,,,37.785275,-122.462177
3824,California St & 6th Ave,,,,37.785069,-122.464641
3825,California St & 6th Ave,,,,37.784902,-122.464709
3826,California St & 7th Ave,,,,37.784819,-122.465432
3827,California St & 8th Ave,,,,37.78463,-122.466825
3828,California St & 10th Ave,,,,37.784665,-122.469159
3830,California St & 10th Ave,,,,37.784551,-122.468963
3831,California St & 12th Ave,,,,37.784586,-122.470848
3832,California St & 12th Ave,,,,37.784454,-122.471103
3833,California St & 16th Ave,,,,37.784386,-122.475229
3834,California St & 16th Ave,,,,37.784253,-122.475501
3835,California St & 19th Ave,,,,37.784241,-122.478446
3836,California St & 19th Ave,,,,37.784109,-122.47871
3837,California St & 22nd Ave,,,,37.784097,-122.481659
3838,California St & 22nd Ave,,,,37.783941,-122.481893
3839,California St & 25th Ave,,,,37.78395,-122.48482
3840,California St & 25th Ave,,,,37.783808,-122.485286
3841,California St & 28th Ave,,,,37.783798,-122.488074
3842,California St & 28th Ave,,,,37.783658,-122.488456
3843,California St & 30th Ave,,,,37.783671,-122.490513
3844,California St & 30th Ave,,,,37.783578,-122.490087
3845,California St & Arguello Blvd,,,,37.785703,-122.459288
3846,California St & Arguello Blvd,,,,37.785659,-122.459036
3847,California St & Baker St,,,,37.787738,-122.443634
3848,California St & Baker St,,,,37.78762,-122.443384
3849,California St & Battery St,,,,37.793296,-122.399813
3851,California St & Battery St,,,,37.793144,-122.39987
3852,California St & Cherry St,,,,37.786042,-122.456835
3853,California St & Cherry St,,,,37.785974,-122.456329
3855,California St & Davis St,,,,37.793589,-122.397462
3857,California St & Davis St,,,,37.79342,-122.397749
3858,California St & Divisadero St,,,,37.788087,-122.44087
3859,California St & Divisadero St,,,,37.787954,-122.440721
3860,California St & Drumm St,,,,37.793678,-122.396373
3863,California St & Front St,,,,37.793438,-122.398643
3864,California St & Front St,,,,37.79327,-122.39892
3865,California St & Grant Ave,,,,37.792504,-122.405958
3866,California St & Grant Ave,,,,37.792379,-122.405935
3867,California St & Hyde St,,,,37.791018,-122.41756
3868,California St & Hyde St,,,,37.790902,-122.417537
3869,California St & Jones St,,,,37.791472,-122.414121
3870,California St & Jones St,,,,37.791347,-122.414098
3871,California St & Kearny St,,,,37.792718,-122.404273
3872,California St & Kearny St,,,,37.792593,-122.40425
3873,California St & Larkin St,,,,37.790866,-122.41889
3874,California St & Larkin St,,,,37.7907,-122.41916
3875,California St & Laurel St,,,,37.786923,-122.449957
3876,California St & Laurel St,,,,37.786801,-122.44998
3877,California St & Leavenworth St,,,,37.791285,-122.415611
3878,California St & Leavenworth St,,,,37.791133,-122.415749
3880,California St & Mason St,,,,37.791872,-122.41098
3881,California St & Mason St,,,,37.791747,-122.410957
3882,California St & Montgomery St,,,,37.792762,-122.402908
3883,California St & Montgomery St,,,,37.792931,-122.402622
3884,California St & Pierce St,,,,37.788518,-122.437484
3885,California St & Pierce St,,,,37.788455,-122.436808
3886,California St & Park Presidio Blvd,,,,37.784514,-122.472952
3887,California St & Park Presidio Blvd,,,,37.784365,-122.472764
3888,California St & Polk St,,,,37.790661,-122.420541
3889,California St & Polk St,,,,37.790492,-122.420828
3890,California St & Powell St,,,,37.792068,-122.40942
3891,California St & Powell St,,,,37.791952,-122.40934
3892,California St & Presidio Ave,,,,37.787265,-122.446965
3893,California St & Presidio Ave,,,,37.787212,-122.446931
3894,California St & Sansome St,,,,37.793145,-122.400982
3895,California St & Sansome St,,,,37.792975,-122.401269
3896,California St & Spruce St,,,,37.786462,-122.453522
3897,California St & Spruce St,,,,37.786382,-122.45327
3899,California St & Stockton St,,,,37.792308,-122.407552
3900,California St & Stockton St,,,,37.792184,-122.407529
3901,California St & Taylor St,,,,37.791712,-122.412321
3902,California St & Taylor St,,,,37.791543,-122.412608
3909,Carl St & Cole St,,,,37.765863,-122.449804
3911,Carl St & Cole St,,,,37.765745,-122.450131
3912,Carl St & Hillway Ave,,,,37.765003,-122.456561
3913,Carl St & Hillway Ave,,,,37.764932,-122.456512
3914,Carl St & Stanyan St,,,,37.765495,-122.45259
3915,Carl St & Stanyan St,,,,37.765371,-122.452928
3920,Cashmere St & Hudson Ave,,,,37.73573,-122.38354
3921,Cashmere St & La Salle Ave,,,,37.73585,-122.38695
3922,Cashmere St & Whitney Young Cir,,,,37.7366,-122.38588
3924,Cabrillo St & 47th Ave,,,,37.773421,-122.507767
3925,Cabrillo St & 47th Ave,,,,37.773287,-122.507985
3927,Cabrillo St & La Playa St,,,,37.773562,-122.50998
3930,Cesar Chavez St & Florida St,,,,37.74823,-122.40976
3931,Cesar Chavez St & Folsom St,,,,37.74834,-122.41398
3932,Cesar Chavez St & Folsom St,,,,37.74815,-122.41382
3934,Cesar Chavez St & Harrison St,,,,37.7482,-122.41163
3935,Cesar Chavez St & Mission St,,,,37.748234,-122.418369
3936,Cesar Chavez St & South Van Ness Ave,,,,37.748305,-122.415756
3940,Chestnut St & Divisadero St,,,,37.800051,-122.442746
3941,Chestnut St & Fillmore St,,,,37.800845,-122.436245
3942,Chestnut St & Fillmore St,,,,37.800738,-122.436371
3947,Chestnut St & Laguna St,,,,37.801486,-122.431475
3948,Chestnut St & Laguna St,,,,37.80137,-122.431406
3952,Chestnut St & Pierce St,,,,37.800506,-122.439352
3953,Chestnut St & Pierce St,,,,37.80031,-122.439616
3957,Chestnut St & Van Ness Ave,,,,37.802199,-122.424894
3958,Chestnut St & Webster St,,,,37.801103,-122.434502
3959,Chestnut St & Webster St,,,,37.800951,-122.434697
3960,Chicago Way & Cordova Ave,,,,37.70887,-122.434222
3961,Chicago Way & Cordova Ave,,,,37.708968,-122.434336
3962,Chicago Way & Naylor St,,,,37.709834,-122.432435
3963,Chicago Way & Naylor St,,,,37.709628,-122.432504
3964,Chicago Way & South Hill Blvd,,,,37.710565,-122.431381
3965,Chenery St & 30th St,,,,37.74202,-122.42575
3966,Chenery St & 30th St,,,,37.74191,-122.42582
3967,Chenery St & Castro St,,,,37.7346,-122.43233
3968,Chenery St & Fairmount St,,,,37.7389,-122.42579
3969,Chenery St & Mateo St,,,,37.73646,-122.42894
3970,Chenery St & Mateo St,,,,37.73633,-122.429
3971,Chenery St & Miguel St,,,,37.73714,-122.42775
3972,Chenery St & Miguel St,,,,37.73711,-122.42792
3973,Chenery St & Natick St,,,,37.73458,-122.43191
3974,Chenery St & Randall St,,,,37.739929,-122.425692
3975,Chenery St & Randall St,,,,37.739625,-122.425498
3976,Chenery St & Roanoke St,,,,37.73563,-122.4302
3977,Chenery St & Roanoke St,,,,37.73548,-122.43028
3978,Brotherhood Way & Chumasero Dr,,,,37.712964,-122.472676
3979,Chumasero Dr & Brotherhood Way,,,,37.7131,-122.47278
3981,Chumasero Dr & Font Blvd,,,,37.714954,-122.473135
3984,Church St & 16th St,,,,37.764621,-122.428722
3985,Church St & 16th St,,,,37.764382,-122.428609
3987,Church St & 18th St,,,,37.761467,-122.428416
3994,Church St & 22nd St,,,,37.754741,-122.427636
3995,Church St & 24th St,,,,37.7518,-122.427497
3996,Church St & 24th St,,,,37.751591,-122.42735
3999,Church St & 29th St,,,,37.743587,-122.426585
4000,Church St & 30th St,,,,37.742222,-122.426459
4004,Church St & Day St,,,,37.742811,-122.426654
4005,Church St & Duboce Ave,,,,37.769499,-122.429167
4006,Church St & Duboce Ave,,,,37.769302,-122.429087
4015,Clay St & Drumm St,,,,37.79532,-122.397473
4016,Clay St & Franklin St,,,,37.791907,-122.424463
4017,Clay St & Front St,,,,37.795116,-122.399101
4018,Clay St & Grant Ave,,,,37.794263,-122.405971
4019,Clay St & Hyde St,,,,37.792756,-122.417899
4020,Clay St & Jones St,,,,37.793173,-122.414616
4021,Clay St & Kearny St,,,,37.794477,-122.404411
4022,Clay St & Larkin St,,,,37.792526,-122.419589
4023,Clay St & Leavenworth St,,,,37.792959,-122.416304
4024,Clay St & Mason St,,,,37.793653,-122.410823
4025,Clay St & Montgomery St,,,,37.794682,-122.40277
4026,Clay St & Polk St,,,,37.792357,-122.42101
4027,Clay St & Powell St,,,,37.793826,-122.409591
4028,Clay St & Sansome St,,,,37.794778,-122.401325
4029,Clay St & Stockton St,,,,37.794082,-122.407561
4030,Clay St & Taylor St,,,,37.793363,-122.412744
4031,Clay St & Van Ness Ave,,,,37.792106,-122.422913
4032,Clarendon Ave & Clarendon Woods S,,,,37.75171,-122.45839
4033,Clarendon Ave & Galewood Circle,,,,37.753074,-122.455858
4035,Clarendon Ave & Olympia Way,,,,37.751628,-122.456178
4037,Clarendon Ave & Panorama Dr,,,,37.75368,-122.455514
4069,Clement St & Legion Of Honor Dr,,,,37.781644,-122.494397
4070,Clayton St & Twin Peaks Blvd,,,,37.760863,-122.446485
4071,Clipper St & Diamond Heights Blvd,,,,37.74689,-122.44396
4072,Clipper St & Portola Dr,,,,37.7467,-122.445
4073,Clayton St & Carl St,,,,37.766288,-122.447779
4074,Clayton St & Carl St,,,,37.766154,-122.44794
4075,Clayton St & Corbett Ave,,,,37.758793,-122.445935
4076,Clayton St & Corbett Ave,,,,37.758668,-122.445866
4078,Clayton St & Frederick St,,,,37.76694,-122.447917
4079,Clayton St & Market St,,,,37.758383,-122.444479
4080,Clayton St & Market St,,,,37.758222,-122.444319
4081,Clayton St & Parnassus Ave,,,,37.765405,-122.447608
4082,Clayton St & Parnassus Ave,,,,37.765226,-122.447757
4087,Coit Tower,,,,37.80266,-122.40579
4088,Cole St & 17th St,,,,37.761711,-122.449212
4089,Cole St & Alma St,,,,37.763263,-122.449533
4090,Cole St & Alma St,,,,37.76313,-122.44938
4091,Cole St & Carl St,,,,37.76594,-122.449911
4092,Cole St & Carl St,,,,37.76556,-122.44996
4093,Cole St & Carmel St,,,,37.760926,-122.449052
4094,Cole St & Frederick St,,,,37.76683,-122.4502
4095,Cole St & Haight St,,,,37.769456,-122.45061
4096,Cole St & Haight St,,,,37.769447,-122.450771
4097,Cole St & Parnassus Ave,,,,37.76477,-122.44971
4098,Cole St & Parnassus Ave,,,,37.76462,-122.44978
4099,Cole St & Waller St,,,,37.768528,-122.450427
4100,Columbus Ave & Bay St,,,,37.80551,-122.41784
4101,Columbus Ave & Broadway,,,,37.798123,-122.406897
4103,Columbus Ave & Chestnut St,,,,37.803794,-122.415136
4104,Columbus Ave & Chestnut St,,,,37.80341,-122.414586
4105,Columbus Ave & Filbert St,,,,37.801188,-122.411605
4106,Columbus Ave & Francisco St,,,,37.804517,-122.416167
4107,Columbus Ave & Francisco St,,,,37.804205,-122.415973
4108,Columbus Ave & Green St,,,,37.799386,-122.408723
4111,Columbus Ave & Kearny St,,,,37.797319,-122.405742
4113,Columbus Ave & Lombard St,,,,37.802687,-122.413531
4114,Columbus Ave & Lombard St,,,,37.802598,-122.413646
4115,Columbus Ave & Mason St,,,,37.802089,-122.41266
4116,Columbus Ave & North Point St,,,,37.80549,-122.417589
4118,Columbus Ave & Taylor St,,,,37.803285,-122.414643
4119,Columbus Ave & Union St,,,,37.8005,-122.410356
4120,Columbus Ave & Union St,,,,37.800384,-122.410505
4122,General Managers Office,,,,37.753902,-122.397341
4123,Connecticut St & 17th St,,,,37.76498,-122.397661
4124,Connecticut St & 17th St,,,,37.764749,-122.397785
4125,Connecticut St & 18th St,,,,37.762614,-122.397569
4126,Connecticut St & 18th St,,,,37.76243,-122.39741
4127,Connecticut St & 19th St,,,,37.76115,-122.39733
4128,Connecticut St & 25th St,,,,37.752287,-122.396482
4129,Connecticut St & 26th St,,,,37.751332,-122.39638
4130,Connecticut St & 26th St,,,,37.751028,-122.396488
4131,Connecticut St & Cesar Chavez St,,,,37.750002,-122.39622
4132,Connecticut St & Cesar Chavez St,,,,37.749868,-122.396381
4137,Cordova Ave & Prague St,,,,37.710182,-122.434874
4138,Cordova Ave & Winding Way,,,,37.709638,-122.434828
4139,Cordova Ave & Winding Way,,,,37.709504,-122.434588
4142,Cortland Ave & Andover St,,,,37.73909,-122.41639
4143,Cortland Ave & Andover St,,,,37.73904,-122.41658
4145,Cortland Ave & Bocana St,,,,37.7393,-122.41846
4146,Cortland Ave & Bocana St,,,,37.73931,-122.41872
4147,Cortland Ave & Bradford St,,,,37.739791,-122.409746
4148,Cortland Ave & Bayshore Blvd,,,,37.739567,-122.407031
4149,Cortland Ave & Elsie St,,,,37.73992,-122.41997
4150,Cortland Ave & Elsie St,,,,37.7397,-122.41969
4151,Cortland Ave & Ellsworth St,,,,37.73892,-122.41455
4152,Cortland Ave & Ellsworth St,,,,37.738829,-122.414615
4153,Cortland Ave & Folsom St,,,,37.739,-122.41366
4154,Cortland Ave & Folsom St,,,,37.73892,-122.41343
4155,Cortland Ave & Hilton St,,,,37.739692,-122.40781
4156,Cortland Ave & Mission St,,,,37.74101,-122.42267
4157,Cortland Ave & Mission St,,,,37.74085,-122.42251
4158,Cortland Ave & Prentiss St,,,,37.73978,-122.41199
4159,Cortland Ave & Prentiss St,,,,37.73957,-122.41211
4160,Cortland Ave & Prospect Ave,,,,37.740294,-122.420904
4161,Cortland Ave & Prospect Ave,,,,37.7402,-122.42093
4162,210 Corbett Ave,,,,37.7618,-122.442841
4163,211 Corbett Ave,,,,37.761648,-122.442944
4164,328 Corbett Ave,,,,37.759926,-122.445327
4165,341 Corbett Ave,,,,37.759908,-122.445075
4166,539 Corbett Ave,,,,37.757499,-122.444147
4167,795 Corbett Ave,,,,37.754118,-122.443013
4168,800 Corbett Ave,,,,37.75399,-122.443
4169,925 Corbett Ave,,,,37.752083,-122.443414
4170,956 Corbett Ave,,,,37.751682,-122.443712
4171,Corbett Ave & Clayton St,,,,37.75894,-122.44614
4172,Corbett Ave & Clayton St,,,,37.758659,-122.4459
4173,Corbett Ave & Cuesta Ct,,,,37.75085,-122.44396
4174,Corbett Ave & Danvers St,,,,37.761202,-122.444044
4175,Corbett Ave & Danvers St,,,,37.761327,-122.444078
4176,Corbett Ave & Douglass St,,,,37.76208,-122.43962
4177,Corbett Ave & Graystone Ter,,,,37.75641,-122.44328
4178,Corbett Ave & Graystone Ter,,,,37.756446,-122.443425
4179,Corbett Ave & Hattie St,,,,37.761711,-122.441122
4180,Corbett Ave & Hattie St,,,,37.76161,-122.44112
4181,Corbett Ave & Hopkins Ave,,,,37.752869,-122.443815
4182,Corbett Ave & Iron Aly,,,,37.75783,-122.444743
4183,Corbett Ave & Mars St,,,,37.760467,-122.44439
4184,Corbett Ave & Mars St,,,,37.76048,-122.444479
4185,Corbett Ave & Ord St,,,,37.761898,-122.440216
4186,Corbett Ave & Romain St,,,,37.755483,-122.442795
4187,Corbett Ave & Romain St,,,,37.755349,-122.44283
4188,Crescent Ave & Agnon Ave,,,,37.735074,-122.421822
4189,Crescent Ave & Andover St,,,,37.734966,-122.416725
4190,Crescent Ave & Andover St,,,,37.734832,-122.416942
4191,Crescent Ave & Arnold Ave,,,,37.734966,-122.419726
4192,Crescent Ave & College Ave,,,,37.735253,-122.424056
4195,Crescent Ave & Folsom St,,,,37.734804,-122.413586
4196,Crescent Ave & Folsom St,,,,37.73467,-122.413804
4197,Crescent Ave & Leese St,,,,37.735244,-122.422567
4198,Crescent Ave & Mission St,,,,37.735423,-122.424457
4199,Crescent Ave & Murray St,,,,37.735136,-122.420127
4200,Crescent Ave & Porter St,,,,37.734895,-122.418214
4201,Crescent Ave & Putnam St,,,,37.735009,-122.411169
4202,Crescent Ave & Putnam St,,,,37.734911,-122.411283
4203,Crescent Ave & Roscoe St,,,,37.735055,-122.418626
4204,Carmel St & Belvedere St,,,,37.76092,-122.447631
4205,Carmel St & Twin Peaks Blvd,,,,37.760935,-122.446634
4207,Crespi Dr & Varela Ave,,,,37.7201,-122.47594
4209,40 Crestline Dr,,,,37.750388,-122.446577
4210,74 Crestline Dr,,,,37.751762,-122.446198
4211,Fulton St & 33rd Ave,,,,37.77223,-122.49318
4212,Fulton St & 33rd Ave,,,,37.7721,-122.49288
4213,Fulton St & 36th Ave,,,,37.77208,-122.49634
4215,Fulton St & 37th Ave,,,,37.77192,-122.49679
4218,Fulton St & 40th Ave,,,,37.77179,-122.49991
4221,Fulton St & 46th Ave,,,,37.77159,-122.50704
4222,Fulton St & 46th Ave,,,,37.77148,-122.50631
4223,Fulton St & Arguello Blvd,,,,37.774354,-122.458416
4224,Fulton St & Arguello Blvd,,,,37.774282,-122.458003
4225,Fulton St & Clayton St,,,,37.775407,-122.449774
4226,Fulton St & Clayton St,,,,37.77537,-122.44929
4227,Fulton St & Great Hwy,,,,37.771421,-122.510792
4228,Fulton St & La Playa St,,,,37.77134,-122.50939
4229,Fulton St & Masonic Ave,,,,37.775844,-122.446404
4230,Fulton St & Masonic Ave,,,,37.775773,-122.446289
4231,Fulton St & Park Presidio Blvd,,,,37.77319,-122.47218
4232,Fulton St & Park Presidio Blvd,,,,37.773067,-122.471699
4233,Fulton St & Parker Ave,,,,37.775014,-122.452868
4234,Fulton St & Shrader St,,,,37.77499,-122.45238
4235,Fulton St & Stanyan St,,,,37.774756,-122.454519
4236,Fulton St & Stanyan StW,,,,37.774773,-122.454737
4238,Fowler Ave & Portola Dr,,,,37.744356,-122.453233
4245,Garfield St & Beverly St,,,,37.719719,-122.471533
4246,Garfield St & Bright St,,,,37.719988,-122.463459
4247,Garfield St & Bright St,,,,37.719791,-122.463642
4248,Garfield St & Byxbee St,,,,37.719737,-122.469735
4253,Garfield St & Vernon St,,,,37.719746,-122.467937
4254,Garfield St & Victoria St,,,,37.719613,-122.465452
4255,Geary Blvd & 3rd Ave,,,,37.781179,-122.461305
4256,Geary Blvd & 3rd Ave,,,,37.781045,-122.461156
4257,Geary Blvd & 6th Ave,,,,37.78109,-122.464492
4258,Geary Blvd & 6th Ave,,,,37.781,-122.464125
4259,Geary Blvd & 9th Ave,,,,37.780982,-122.467644
4260,Geary Blvd & 9th Ave,,,,37.780777,-122.467323
4263,Geary Blvd & 17th Ave,,,,37.780597,-122.476045
4264,Geary Blvd & 17th Ave,,,,37.780463,-122.475977
4265,Geary Blvd & 20th Ave,,,,37.780355,-122.479599
4266,Geary Blvd & 20th Ave,,,,37.780319,-122.479232
4267,Geary Blvd & 22nd Ave,,,,37.780247,-122.481754
4268,Geary Blvd & 23rd Ave,,,,37.780167,-122.48243
4269,Geary Blvd & 25th Ave,,,,37.78022,-122.48461
4270,Geary Blvd & 25th Ave,,,,37.780077,-122.484562
4271,Geary Blvd & 28th Ave,,,,37.780005,-122.487806
4272,Geary Blvd & 28th Ave,,,,37.779862,-122.488046
4273,Geary Blvd & 30th Ave,,,,37.779959,-122.489972
4274,Geary Blvd & 30th Ave,,,,37.779727,-122.49019
4275,Geary Blvd & 32nd Ave,,,,37.779629,-122.491714
4277,Geary Blvd & 33rd Ave,,,,37.779735,-122.493112
4278,Geary Blvd & 33rd Ave,,,,37.779798,-122.493445
4279,Geary Blvd & 33rd Ave,,,,37.779574,-122.493399
4280,Geary Blvd & 36th Ave,,,,37.779671,-122.496402
4281,Geary Blvd & 36th Ave,,,,37.779439,-122.49662
4282,Geary Blvd & 39th Ave,,,,37.779473,-122.500677
4283,Geary Blvd & 39th Ave,,,,37.779286,-122.499829
4285,Geary Blvd & 42nd Ave,,,,37.779151,-122.502775
4286,Geary Blvd & 45th Ave,,,,37.779043,-122.506259
4288,Geary Blvd & Arguello Blvd,,,,37.781153,-122.458692
4289,Geary Blvd & Baker St,,,,37.782973,-122.442965
4290,Geary Blvd & Collins St,,,,37.782242,-122.449992
4291,Geary Blvd & Collins St,,,,37.782028,-122.449911
4292,Geary Blvd & Commonwealth St,,,,37.781528,-122.455677
4293,Geary Blvd & Divisadero St,,,,37.783428,-122.439366
4294,Geary Blvd & Divisadero St,,,,37.783178,-122.439572
4295,Geary Blvd & Fillmore St,,,,37.784391,-122.43305
4298,Geary Blvd & Gough St,,,,37.785434,-122.425082
4300,Geary St & Jones St,,,,37.786769,-122.413332
4301,Geary St & Kearny St,,,,37.787997,-122.403656
4302,Geary St & Larkin St,,,,37.786137,-122.41825
4303,Geary St & Leavenworth St,,,,37.786556,-122.414971
4304,Geary Blvd & Laguna St,,,,37.785033,-122.427811
4305,Geary Blvd & Laguna St,,,,37.784854,-122.428155
4307,Castro St & 14th St,,,,37.76761,-122.43558
4308,Castro St & 14th St,,,,37.76742,-122.43571
4309,Castro St & 15th St,,,,37.76583,-122.43557
4310,Castro St & 15th St,,,,37.76561,-122.43538
4311,Castro St & 16th St,,,,37.764164,-122.435254
4312,Castro St & 16th St,,,,37.76427,-122.43544
4313,Castro St & 17th St,,,,37.76237,-122.43508
4314,Castro St & 18th St,,,,37.760836,-122.434934
4315,Castro St & 18th St,,,,37.760863,-122.435048
4316,Castro St & 19th St,,,,37.75939,-122.43491
4317,Castro St & 19th St,,,,37.75916,-122.43479
4318,Castro St & 20th St,,,,37.75778,-122.43477
4319,Castro St & 20th St,,,,37.757632,-122.434636
4320,Castro St & 21st St,,,,37.755955,-122.434465
4321,Castro St & 21st St,,,,37.756098,-122.434625
4322,Castro St & 22nd St,,,,37.75464,-122.43448
4323,Castro St & 22nd St,,,,37.75441,-122.43431
4324,Castro St & 23rd St,,,,37.752779,-122.434156
4325,Castro St & 23rd St,,,,37.752895,-122.434316
4326,Castro St & 24th St,,,,37.7512,-122.43401
4327,Castro St & 24th St,,,,37.751315,-122.43411
4328,Castro St & 25th St,,,,37.74981,-122.43404
4329,Castro St & 25th St,,,,37.7496,-122.43383
4330,Castro St & Duboce Ave,,,,37.76918,-122.43596
4331,Castro St & Duboce Ave,,,,37.76895,-122.43571
4332,Castro St & Elizabeth St,,,,37.751886,-122.434053
4333,Castro St & Elizabeth St,,,,37.752083,-122.434248
4334,Castro St & Market St,,,,37.762397,-122.435266
4335,City View Way & Knollview Way,,,,37.748898,-122.451377
4336,Curtis St & Prague St,,,,37.710039,-122.437474
4337,Cargo Way & 3rd St,,,,37.74606,-122.38695
4338,Cargo Way & 3rd St,,,,37.74577,-122.38665
4341,Daly City BART Station,,,,37.705964,-122.469023
4347,Davis St & Pine St,,,,37.792608,-122.397532
4350,De Haro St & 16th St,,,,37.766056,-122.40163
4351,De Haro St & 17th St,,,,37.764762,-122.401516
4352,De Haro St & 18th St,,,,37.76221,-122.401243
4353,De Haro St & 19th St,,,,37.760934,-122.401117
4354,De Haro St & 20th St,,,,37.759667,-122.401026
4355,De Haro St & 22nd St,,,,37.757437,-122.400822
4356,De Haro St & 23rd St,,,,37.754885,-122.400571
4357,De Haro St & Mariposa St,,,,37.763504,-122.401368
4358,De Haro St & Southern Heights Ave,,,,37.758017,-122.400867
4359,5157 Diamond Heights Blvd,,,,37.74693,-122.4402
4360,Diamond Heights Blvd & Addison St,,,,37.740198,-122.435762
4361,Diamond Heights Blvd & Berkeley,,,,37.73867,-122.43668
4362,Diamond Heights Blvd & Berkeley Way,,,,37.7386,-122.4369
4363,Diamond Heights Blvd & Diamond St,,,,37.74185,-122.43566
4364,Diamond Heights Blvd & Diamond St,,,,37.741697,-122.435773
4366,Diamond Heights Blvd & Duncan St,,,,37.745239,-122.439852
4367,Diamond Heights Blvd & Gold Mine Dr,,,,37.74363,-122.43751
4368,Diamond Heights Blvd & Gold Mine Dr,,,,37.74029,-122.43588
4369,Diamond Heights Blvd & Gold Mine Dr,,,,37.74359,-122.43786
4371,Diamond St & 24th St,,,,37.751075,-122.436219
4372,Diamond St & 25th St,,,,37.74965,-122.43621
4373,Diamond St & 25th St,,,,37.749486,-122.436059
4374,Diamond St & 26th St,,,,37.747889,-122.43591
4375,Diamond St & 26th St,,,,37.747853,-122.43607
4376,Diamond St & 27th St,,,,37.746292,-122.435761
4377,Diamond St & 27th St,,,,37.746256,-122.435922
4378,Diamond St & 28th St,,,,37.744686,-122.435601
4379,Diamond St & 28th St,,,,37.74465,-122.435762
4380,Diamond St & 29th St,,,,37.743249,-122.435659
4381,Diamond St & 29th St,,,,37.74308,-122.435487
4382,Diamond St & Arbor St,,,,37.738681,-122.434468
4383,Diamond St & Arbor St,,,,37.738262,-122.434674
